Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
2011,JFK,John F Kennedy International Airport,NY,ANU,AG,V C Bird International Airport,37636,319
2011,JFK,John F Kennedy International Airport,NY,ARN,SE,Stockholm-Arlanda Airport,59194,440
2011,JFK,John F Kennedy International Airport,NY,ATH,GR,Athens Eleftherios Venizelos International Airport,149913,677
2011,JFK,John F Kennedy International Airport,NY,AUA,AW,Queen Beatrix International Airport,196239,1574
2011,JFK,John F Kennedy International Airport,NY,AUH,AE,Zayed International Airport,148200,726
2011,JFK,John F Kennedy International Airport,NY,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,321315,1600
2011,JFK,John F Kennedy International Airport,NY,BDA,BM,L.F. Wade International Airport,145711,1379
2011,JFK,John F Kennedy International Airport,NY,BGI,BB,Grantley Adams International Airport,187247,1375
2011,JFK,John F Kennedy International Airport,NY,BOG,CO,El Dorado International Airport,255868,1943
2011,JFK,John F Kennedy International Airport,NY,BRU,BE,Brussels Airport,316675,2123
2011,JFK,John F Kennedy International Airport,NY,BUD,HU,Budapest Liszt Ferenc International Airport,114385,599
2011,JFK,John F Kennedy International Airport,NY,CAI,EG,Cairo International Airport,162100,693
2011,JFK,John F Kennedy International Airport,NY,CCS,VE,Simón Bolívar International Airport,36003,244
2011,JFK,John F Kennedy International Airport,NY,CDG,FR,Charles de Gaulle International Airport,1239766,5204
2011,JFK,John F Kennedy International Airport,NY,CMN,MA,Mohammed V International Airport,132384,762
2011,JFK,John F Kennedy International Airport,NY,CPH,DK,Copenhagen Kastrup Airport,54586,425
2011,JFK,John F Kennedy International Airport,NY,CUN,MX,Aeropuerto Internacional de Cancún,303113,2290
2011,JFK,John F Kennedy International Airport,NY,DEL,IN,Indira Gandhi International Airport,174202,728
2011,JFK,John F Kennedy International Airport,NY,DKR,SN,Léopold Sédar Senghor International Airport,46538,382
2011,JFK,John F Kennedy International Airport,NY,DME,RU,Domodedovo International Airport,38698,183
2011,JFK,John F Kennedy International Airport,NY,DOH,QA,Hamad International Airport,191188,728
2011,JFK,John F Kennedy International Airport,NY,DUB,IE,Dublin Airport,464536,2155
2011,JFK,John F Kennedy International Airport,NY,DUS,DE,Düsseldorf Airport,128729,489
2011,JFK,John F Kennedy International Airport,NY,DXB,AE,Dubai International Airport,498152,1457
2011,JFK,John F Kennedy International Airport,NY,EZE,AR,Minister Pistarini International Airport,147845,699
2011,JFK,John F Kennedy International Airport,NY,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,516038,2471
2011,JFK,John F Kennedy International Airport,NY,FRA,DE,Frankfurt Airport,723012,3410
2011,JFK,John F Kennedy International Airport,NY,GCM,KY,Owen Roberts International Airport,30898,349
2011,JFK,John F Kennedy International Airport,NY,GEO,GY,Cheddi Jagan International Airport,72963,479
2011,JFK,John F Kennedy International Airport,NY,GIG,BR,Rio Galeão – Tom Jobim International Airport,215902,1139
2011,JFK,John F Kennedy International Airport,NY,GND,GD,Maurice Bishop International Airport,41627,333
2011,JFK,John F Kennedy International Airport,NY,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,557116,2893
2011,JFK,John F Kennedy International Airport,NY,GVA,CH,Geneva Cointrin International Airport,133891,723
2011,JFK,John F Kennedy International Airport,NY,GYE,EC,José Joaquín de Olmedo International Airport,250023,1495
2011,JFK,John F Kennedy International Airport,NY,HAV,CU,José Martí International Airport,8456,132
2011,JFK,John F Kennedy International Airport,NY,HEL,FI,Helsinki Vantaa Airport,163891,743
2011,JFK,John F Kennedy International Airport,NY,HKG,HK,Hong Kong International Airport,384128,1866
2011,JFK,John F Kennedy International Airport,NY,HND,JP,Tokyo Haneda International Airport,42530,238
2011,JFK,John F Kennedy International Airport,NY,ICN,KR,Incheon International Airport,524356,2175
2011,JFK,John F Kennedy International Airport,NY,IST,TR,İstanbul Airport,412765,1839
2011,JFK,John F Kennedy International Airport,NY,JED,SA,King Abdulaziz International Airport,41745,307
2011,JFK,John F Kennedy International Airport,NY,JNB,ZA,O.R. Tambo International Airport,140832,605
2011,JFK,John F Kennedy International Airport,NY,KBP,UA,Boryspil International Airport,109935,518
2011,JFK,John F Kennedy International Airport,NY,KEF,IS,Keflavik International Airport,170162,1166
2011,JFK,John F Kennedy International Airport,NY,KHI,PK,Jinnah International Airport,42039,156
2011,JFK,John F Kennedy International Airport,NY,KIN,JM,Norman Manley International Airport,357691,2691
2011,JFK,John F Kennedy International Airport,NY,KWI,KW,Kuwait International Airport,71823,312
2011,JFK,John F Kennedy International Airport,NY,LCY,GB,London City Airport,11787,512
2011,JFK,John F Kennedy International Airport,NY,LHE,PK,Allama Iqbal International Airport,37697,156
2011,JFK,John F Kennedy International Airport,NY,LHR,GB,London Heathrow Airport,2655990,12413
2011,JFK,John F Kennedy International Airport,NY,LIM,PE,Jorge Chávez International Airport,138112,726
2011,JFK,John F Kennedy International Airport,NY,LIR,CR,Guanacaste Airport,5269,52
2011,JFK,John F Kennedy International Airport,NY,LOS,NG,Murtala Muhammed International Airport,35728,306
2011,JFK,John F Kennedy International Airport,NY,LRM,DO,Casa De Campo International Airport,2644,28
2011,JFK,John F Kennedy International Airport,NY,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,695498,3269
2011,JFK,John F Kennedy International Airport,NY,MAN,GB,Manchester Airport,133362,919
2011,JFK,John F Kennedy International Airport,NY,MBJ,JM,Sangster International Airport,241788,1831
2011,JFK,John F Kennedy International Airport,NY,MDE,CO,Jose Maria Córdova International Airport,49970,507
2011,JFK,John F Kennedy International Airport,NY,MEX,MX,Benito Juárez International Airport,385615,2970
2011,JFK,John F Kennedy International Airport,NY,MUC,DE,Munich Airport,162041,714
2011,JFK,John F Kennedy International Airport,NY,MXP,IT,Milan Malpensa International Airport,328582,1813
2011,JFK,John F Kennedy International Airport,NY,NAP,IT,Naples International Airport,13880,59
2011,JFK,John F Kennedy International Airport,NY,NAS,BS,Lynden Pindling International Airport,166282,1614
2011,JFK,John F Kennedy International Airport,NY,NCE,FR,Nice-Côte d'Azur Airport,106920,580
2011,JFK,John F Kennedy International Airport,NY,NRT,JP,Narita International Airport,597454,2855
2011,JFK,John F Kennedy International Airport,NY,PAP,HT,Toussaint Louverture International Airport,189084,1149
2011,JFK,John F Kennedy International Airport,NY,PEK,CN,Beijing Capital International Airport,201005,726
2011,JFK,John F Kennedy International Airport,NY,PLS,TC,Providenciales International Airport,130698,1175
2011,JFK,John F Kennedy International Airport,NY,PMO,IT,Falcone–Borsellino Airport,13707,59
2011,JFK,John F Kennedy International Airport,NY,POP,DO,Gregorio Luperon International Airport,104938,906
2011,JFK,John F Kennedy International Airport,NY,POS,TT,Piarco International Airport,382461,2605
2011,JFK,John F Kennedy International Airport,NY,PRG,CZ,Václav Havel Airport Prague,118402,618
2011,JFK,John F Kennedy International Airport,NY,PSA,IT,Pisa International Airport,31847,184
2011,JFK,John F Kennedy International Airport,NY,PTY,PA,Tocumen International Airport,93545,760
2011,JFK,John F Kennedy International Airport,NY,PUJ,DO,Punta Cana International Airport,201862,1511
2011,JFK,John F Kennedy International Airport,NY,PVG,CN,Shanghai Pudong International Airport,193311,726
2011,JFK,John F Kennedy International Airport,NY,PVR,MX,Puerto Vallarta International Airport,4631,42
2011,JFK,John F Kennedy International Airport,NY,RIX,LV,Riga International Airport,24180,136
2011,JFK,John F Kennedy International Airport,NY,RUH,SA,King Khaled International Airport,15284,113
2011,JFK,John F Kennedy International Airport,NY,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,156739,1119
2011,JFK,John F Kennedy International Airport,NY,SAP,HN,Ramón Villeda Morales International Airport,35316,282
2011,JFK,John F Kennedy International Airport,NY,SCL,CL,Comodoro Arturo Merino Benítez International Airport,126905,710
2011,JFK,John F Kennedy International Airport,NY,SDQ,DO,Las Américas International Airport,654461,4966
2011,JFK,John F Kennedy International Airport,NY,SJO,CR,Juan Santamaría International Airport,81231,655
2011,JFK,John F Kennedy International Airport,NY,SKB,KN,Robert L. Bradshaw International Airport,22675,166
2011,JFK,John F Kennedy International Airport,NY,SNN,IE,Shannon Airport,149020,1372
2011,JFK,John F Kennedy International Airport,NY,STI,DO,Cibao International Airport,657417,5119
2011,JFK,John F Kennedy International Airport,NY,SVO,RU,Sheremetyevo International Airport,330545,1625
2011,JFK,John F Kennedy International Airport,NY,SXM,SX,Princess Juliana International Airport,146420,1142
2011,JFK,John F Kennedy International Airport,NY,TAB,TT,A.N.R. Robinson International Airport,11996,103
2011,JFK,John F Kennedy International Airport,NY,TLV,IL,Ben Gurion International Airport,631767,1925
2011,JFK,John F Kennedy International Airport,NY,TPE,TW,Taiwan Taoyuan International Airport,7135,35
2011,JFK,John F Kennedy International Airport,NY,UVF,LC,Hewanorra International Airport,56033,464
2011,JFK,John F Kennedy International Airport,NY,VCE,IT,Venice Marco Polo Airport,115224,618
2011,JFK,John F Kennedy International Airport,NY,VIE,AT,Vienna International Airport,164976,714
2011,JFK,John F Kennedy International Airport,NY,VLC,ES,Valencia Airport,14741,105
2011,JFK,John F Kennedy International Airport,NY,WAW,PL,Warsaw Chopin Airport,102619,509
2011,JFK,John F Kennedy International Airport,NY,YHZ,CA,Halifax / Stanfield International Airport,71231,2335
2011,JFK,John F Kennedy International Airport,NY,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,129106,4182
2011,JFK,John F Kennedy International Airport,NY,YVR,CA,Vancouver International Airport,170572,726
2011,JFK,John F Kennedy International Airport,NY,YYG,CA,Charlottetown Airport,3851,118
2011,JFK,John F Kennedy International Airport,NY,YYZ,CA,Toronto Lester B. Pearson International Airport,203726,5289
2011,JFK,John F Kennedy International Airport,NY,ZRH,CH,Zürich Airport,455399,2399
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YBL,CA,Campbell River Airport,157,26
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YCF,CA,Cortes Bay Water Aerodrome,573,93
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YHH,CA,Campbell River Seaplane Base,896,161
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YIG,CA,Big Bay Seaplane Base,157,36
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YMP,CA,Port McNeill Airport,546,99
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YPW,CA,Powell River Airport,565,125
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YTG,CA,Sullivan Bay Seaplane Base,194,38
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,YWH,CA,Victoria Harbour Seaplane Base,616,223
2011,KEH,Kenmore Air Harbor LLC Seaplane Base,WA,ZNA,CA,Nanaimo Harbour Water Aerodrome,1407,235
2011,KOA,Ellison Onizuka Kona International Airport at Keahole,HI,YVR,CA,Vancouver International Airport,21721,141
2011,LAN,Capital City Airport,MI,CUN,MX,Aeropuerto Internacional de Cancún,16348,148
2011,LAN,Capital City Airport,MI,MBJ,JM,Sangster International Airport,4509,37
2011,LAS,Harry Reid International Airport,NV,CDG,FR,Charles de Gaulle International Airport,17927,71
2011,LAS,Harry Reid International Airport,NV,FRA,DE,Frankfurt Airport,58915,231
2011,LAS,Harry Reid International Airport,NV,GDL,MX,Guadalajara International Airport,95586,855
2011,LAS,Harry Reid International Airport,NV,ICN,KR,Incheon International Airport,33070,182
2011,LAS,Harry Reid International Airport,NV,LGW,GB,London Gatwick Airport,262517,708
2011,LAS,Harry Reid International Airport,NV,LHR,GB,London Heathrow Airport,202018,728
2011,LAS,Harry Reid International Airport,NV,MAN,GB,Manchester Airport,73601,213
2011,LAS,Harry Reid International Airport,NV,MEX,MX,Benito Juárez International Airport,190703,1902
2011,LAS,Harry Reid International Airport,NV,MTY,MX,Monterrey International Airport,68451,673
2011,LAS,Harry Reid International Airport,NV,YEG,CA,Edmonton International Airport,180699,1366
2011,LAS,Harry Reid International Airport,NV,YHM,CA,John C. Munro Hamilton International Airport,5528,52
2011,LAS,Harry Reid International Airport,NV,YLW,CA,Kelowna International Airport,16488,136
2011,LAS,Harry Reid International Airport,NV,YOW,CA,Ottawa Macdonald-Cartier International Airport,16097,135
2011,LAS,Harry Reid International Airport,NV,YQR,CA,Regina International Airport,20181,151
2011,LAS,Harry Reid International Airport,NV,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,129694,1109
2011,LAS,Harry Reid International Airport,NV,YVR,CA,Vancouver International Airport,333249,2585
2011,LAS,Harry Reid International Airport,NV,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,38524,313
2011,LAS,Harry Reid International Airport,NV,YXE,CA,Saskatoon John G. Diefenbaker International Airport,21108,154
2011,LAS,Harry Reid International Airport,NV,YXS,CA,Prince George Airport,4021,46
2011,LAS,Harry Reid International Airport,NV,YXU,CA,London Airport,3673,38
2011,LAS,Harry Reid International Airport,NV,YYC,CA,Calgary International Airport,284728,2262
2011,LAS,Harry Reid International Airport,NV,YYJ,CA,Victoria International Airport,21474,178
2011,LAS,Harry Reid International Airport,NV,YYZ,CA,Toronto Lester B. Pearson International Airport,429164,3273
2011,LAX,Los Angeles International Airport,CA,AGU,MX,Aeropuerto Internacional Jesús Terán Peredo,11314,98
2011,LAX,Los Angeles International Airport,CA,AKL,NZ,Auckland International Airport,490631,2052
2011,LAX,Los Angeles International Airport,CA,AMS,NL,Amsterdam Airport Schiphol,212720,741
2011,LAX,Los Angeles International Airport,CA,BJX,MX,Aeropuerto Internacional del Bajío,95533,1119
2011,LAX,Los Angeles International Airport,CA,BKK,TH,Suvarnabhumi Airport,113787,728
2011,LAX,Los Angeles International Airport,CA,BNE,AU,Brisbane International Airport,312811,1058
2011,LAX,Los Angeles International Airport,CA,BOG,CO,El Dorado International Airport,3082,26
2011,LAX,Los Angeles International Airport,CA,CAN,CN,Guangzhou Baiyun International Airport,144247,626
2011,LAX,Los Angeles International Airport,CA,CDG,FR,Charles de Gaulle International Airport,567273,2306
2011,LAX,Los Angeles International Airport,CA,CUN,MX,Aeropuerto Internacional de Cancún,130787,1094
2011,LAX,Los Angeles International Airport,CA,DUS,DE,Düsseldorf Airport,43355,160
2011,LAX,Los Angeles International Airport,CA,DXB,AE,Dubai International Airport,300980,1460
2011,LAX,Los Angeles International Airport,CA,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,88360,396
2011,LAX,Los Angeles International Airport,CA,FRA,DE,Frankfurt Airport,289341,1004
2011,LAX,Los Angeles International Airport,CA,GDL,MX,Guadalajara International Airport,717933,5904
2011,LAX,Los Angeles International Airport,CA,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,56397,312
2011,LAX,Los Angeles International Airport,CA,GUA,GT,La Aurora Airport,211262,1557
2011,LAX,Los Angeles International Airport,CA,HAV,CU,José Martí International Airport,1103,16
2011,LAX,Los Angeles International Airport,CA,HKG,HK,Hong Kong International Airport,497927,1818
2011,LAX,Los Angeles International Airport,CA,HMO,MX,General Ignacio P. Garcia International Airport,28147,730
2011,LAX,Los Angeles International Airport,CA,HND,JP,Tokyo Haneda International Airport,197988,1175
2011,LAX,Los Angeles International Airport,CA,ICN,KR,Incheon International Airport,893932,4025
2011,LAX,Los Angeles International Airport,CA,IST,TR,İstanbul Airport,99763,384
2011,LAX,Los Angeles International Airport,CA,LAP,MX,Manuel Márquez de León International Airport,17160,286
2011,LAX,Los Angeles International Airport,CA,LHR,GB,London Heathrow Airport,1426764,5579
2011,LAX,Los Angeles International Airport,CA,LIM,PE,Jorge Chávez International Airport,201880,1065
2011,LAX,Los Angeles International Airport,CA,LTO,MX,Loreto International Airport,23695,389
2011,LAX,Los Angeles International Airport,CA,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,56505,256
2011,LAX,Los Angeles International Airport,CA,MEL,AU,Melbourne International Airport,320542,1015
2011,LAX,Los Angeles International Airport,CA,MEX,MX,Benito Juárez International Airport,731346,6639
2011,LAX,Los Angeles International Airport,CA,MLM,MX,General Francisco J. Mujica International Airport,61630,578
2011,LAX,Los Angeles International Airport,CA,MNL,PH,Ninoy Aquino International Airport,177378,546
2011,LAX,Los Angeles International Airport,CA,MTY,MX,Monterrey International Airport,5487,67
2011,LAX,Los Angeles International Airport,CA,MUC,DE,Munich Airport,167349,631
2011,LAX,Los Angeles International Airport,CA,MZT,MX,General Rafael Buelna International Airport,66903,578
2011,LAX,Los Angeles International Airport,CA,NAN,FJ,Nadi International Airport,145715,426
2011,LAX,Los Angeles International Airport,CA,NRT,JP,Narita International Airport,1101245,5098
2011,LAX,Los Angeles International Airport,CA,PEK,CN,Beijing Capital International Airport,214636,993
2011,LAX,Los Angeles International Airport,CA,PPT,PF,Faa'a International Airport,318009,1344
2011,LAX,Los Angeles International Airport,CA,PTY,PA,Tocumen International Airport,184733,1460
2011,LAX,Los Angeles International Airport,CA,PVG,CN,Shanghai Pudong International Airport,379676,1666
2011,LAX,Los Angeles International Airport,CA,PVR,MX,Puerto Vallarta International Airport,156440,1214
2011,LAX,Los Angeles International Airport,CA,RAR,CK,Rarotonga International Airport,17329,104
2011,LAX,Los Angeles International Airport,CA,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,341970,2467
2011,LAX,Los Angeles International Airport,CA,SCL,CL,Comodoro Arturo Merino Benítez International Airport,9526,49
2011,LAX,Los Angeles International Airport,CA,SIN,SG,Singapore Changi Airport,38259,594
2011,LAX,Los Angeles International Airport,CA,SJD,MX,Aeropuerto Internacional de Los Cabos,359913,3043
2011,LAX,Los Angeles International Airport,CA,SJO,CR,Juan Santamaría International Airport,42667,426
2011,LAX,Los Angeles International Airport,CA,SVO,RU,Sheremetyevo International Airport,82925,415
2011,LAX,Los Angeles International Airport,CA,SYD,AU,Sydney Kingsford Smith International Airport,1075410,3658
2011,LAX,Los Angeles International Airport,CA,TLC,MX,Adolfo López Mateos International Airport,29652,287
2011,LAX,Los Angeles International Airport,CA,TLV,IL,Ben Gurion International Airport,94155,402
2011,LAX,Los Angeles International Airport,CA,TPE,TW,Taiwan Taoyuan International Airport,893543,4224
2011,LAX,Los Angeles International Airport,CA,YEG,CA,Edmonton International Airport,77617,731
2011,LAX,Los Angeles International Airport,CA,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,114164,1113
2011,LAX,Los Angeles International Airport,CA,YVR,CA,Vancouver International Airport,799110,8600
2011,LAX,Los Angeles International Airport,CA,YYC,CA,Calgary International Airport,214248,2417
2011,LAX,Los Angeles International Airport,CA,YYZ,CA,Toronto Lester B. Pearson International Airport,530948,4105
2011,LAX,Los Angeles International Airport,CA,ZCL,MX,Aeropuerto Internacional General Leobardo C. Ruiz,44726,421
2011,LAX,Los Angeles International Airport,CA,ZIH,MX,Aeropuerto Internacional de Zihuatanejo,60810,463
2011,LAX,Los Angeles International Airport,CA,ZLO,MX,Aeropuerto Internacional Playa de Oro,37090,316
2011,LAX,Los Angeles International Airport,CA,ZRH,CH,Zürich Airport,144789,726
2011,LGA,LaGuardia Airport,NY,AUA,AW,Queen Beatrix International Airport,9631,92
2011,LGA,LaGuardia Airport,NY,NAS,BS,Lynden Pindling International Airport,1673,11
2011,LGA,LaGuardia Airport,NY,YOW,CA,Ottawa Macdonald-Cartier International Airport,45558,1709
2011,LGA,LaGuardia Airport,NY,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,265943,7124
2011,LGA,LaGuardia Airport,NY,YYZ,CA,Toronto Lester B. Pearson International Airport,710612,13086
2011,LIH,Lihue Airport,HI,YVR,CA,Vancouver International Airport,11478,98
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,YHH,CA,Campbell River Seaplane Base,105,15
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,YIG,CA,Big Bay Seaplane Base,188,24
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,YMP,CA,Port McNeill Airport,192,29
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,YWH,CA,Victoria Harbour Seaplane Base,16823,2790
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,YYJ,CA,Victoria International Airport,751,192
2011,LKE,Kenmore Air Harbor Seaplane Base,WA,ZNA,CA,Nanaimo Harbour Water Aerodrome,221,55
2011,MCI,Kansas City International Airport,MO,CUN,MX,Aeropuerto Internacional de Cancún,23791,184
2011,MCI,Kansas City International Airport,MO,PVR,MX,Puerto Vallarta International Airport,5535,50
2011,MCI,Kansas City International Airport,MO,SJD,MX,Aeropuerto Internacional de Los Cabos,3058,33
2011,MCI,Kansas City International Airport,MO,YYZ,CA,Toronto Lester B. Pearson International Airport,21307,705
2011,MCO,Orlando International Airport,FL,AMS,NL,Amsterdam Airport Schiphol,2827,30
2011,MCO,Orlando International Airport,FL,AUA,AW,Queen Beatrix International Airport,22441,213
2011,MCO,Orlando International Airport,FL,BOG,CO,El Dorado International Airport,103624,850
2011,MCO,Orlando International Airport,FL,CDG,FR,Charles de Gaulle International Airport,64223,180
2011,MCO,Orlando International Airport,FL,CUN,MX,Aeropuerto Internacional de Cancún,84170,832
2011,MCO,Orlando International Airport,FL,DUB,IE,Dublin Airport,68901,308
2011,MCO,Orlando International Airport,FL,FRA,DE,Frankfurt Airport,184604,726
2011,MCO,Orlando International Airport,FL,GDL,MX,Guadalajara International Airport,1296,14
2011,MCO,Orlando International Airport,FL,GLA,GB,Glasgow International Airport,31682,107
2011,MCO,Orlando International Airport,FL,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,215982,1094
2011,MCO,Orlando International Airport,FL,GUA,GT,La Aurora Airport,12132,163
2011,MCO,Orlando International Airport,FL,KIN,JM,Norman Manley International Airport,7585,63
2011,MCO,Orlando International Airport,FL,LGW,GB,London Gatwick Airport,616306,2050
2011,MCO,Orlando International Airport,FL,MAN,GB,Manchester Airport,337719,1060
2011,MCO,Orlando International Airport,FL,MBJ,JM,Sangster International Airport,130578,1267
2011,MCO,Orlando International Airport,FL,MEX,MX,Benito Juárez International Airport,119560,1257
2011,MCO,Orlando International Airport,FL,MHH,BS,Leonard M Thompson International Airport,451,104
2011,MCO,Orlando International Airport,FL,MID,MX,Aeropuerto Internacional Manuel Crescencio Rejón,2581,24
2011,MCO,Orlando International Airport,FL,MTY,MX,Monterrey International Airport,5208,51
2011,MCO,Orlando International Airport,FL,NAS,BS,Lynden Pindling International Airport,123501,1632
2011,MCO,Orlando International Airport,FL,POS,TT,Piarco International Airport,5668,41
2011,MCO,Orlando International Airport,FL,PTY,PA,Tocumen International Airport,227415,1963
2011,MCO,Orlando International Airport,FL,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,21906,290
2011,MCO,Orlando International Airport,FL,SDQ,DO,Las Américas International Airport,74707,744
2011,MCO,Orlando International Airport,FL,SJO,CR,Juan Santamaría International Airport,90158,725
2011,MCO,Orlando International Airport,FL,VER,MX,General Heriberto Jara International Airport,1927,20
2011,MCO,Orlando International Airport,FL,VSA,MX,Carlos Rovirosa Pérez International Airport,1112,12
2011,MCO,Orlando International Airport,FL,YEG,CA,Edmonton International Airport,6773,54
2011,MCO,Orlando International Airport,FL,YHM,CA,John C. Munro Hamilton International Airport,9502,82
2011,MCO,Orlando International Airport,FL,YHZ,CA,Halifax / Stanfield International Airport,28623,229
2011,MCO,Orlando International Airport,FL,YOW,CA,Ottawa Macdonald-Cartier International Airport,45831,393
2011,MCO,Orlando International Airport,FL,YQB,CA,Quebec Jean Lesage International Airport,6789,36
2011,MCO,Orlando International Airport,FL,YQM,CA,Greater Moncton Roméo LeBlanc International Airport,2932,25
2011,MCO,Orlando International Airport,FL,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,190118,1465
2011,MCO,Orlando International Airport,FL,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,19437,161
2011,MCO,Orlando International Airport,FL,YXU,CA,London Airport,6365,54
2011,MCO,Orlando International Airport,FL,YYC,CA,Calgary International Airport,25507,209
2011,MCO,Orlando International Airport,FL,YYT,CA,St. John's International Airport,3534,25
2011,MCO,Orlando International Airport,FL,YYZ,CA,Toronto Lester B. Pearson International Airport,513010,4056
2011,MCO,Orlando International Airport,FL,ZRH,CH,Zürich Airport,3092,19
2011,MDT,Harrisburg International Airport,PA,YYZ,CA,Toronto Lester B. Pearson International Airport,8494,1001
2011,MDW,Chicago Midway International Airport,IL,CUN,MX,Aeropuerto Internacional de Cancún,1611,18
2011,MDW,Chicago Midway International Airport,IL,GDL,MX,Guadalajara International Airport,86657,803
2011,MDW,Chicago Midway International Airport,IL,MEX,MX,Benito Juárez International Airport,9379,86
2011,MDW,Chicago Midway International Airport,IL,MLM,MX,General Francisco J. Mujica International Airport,5645,48
2011,MDW,Chicago Midway International Airport,IL,MTY,MX,Monterrey International Airport,4045,50
2011,MDW,Chicago Midway International Airport,IL,YTZ,CA,Billy Bishop Toronto City Centre Airport,129167,3392
2011,MDW,Chicago Midway International Airport,IL,YYZ,CA,Toronto Lester B. Pearson International Airport,224,16
2011,MDW,Chicago Midway International Airport,IL,ZCL,MX,Aeropuerto Internacional General Leobardo C. Ruiz,3496,32
2011,MEM,Memphis International Airport,TN,AMS,NL,Amsterdam Airport Schiphol,101103,603
2011,MEM,Memphis International Airport,TN,CUN,MX,Aeropuerto Internacional de Cancún,8970,70
2011,MEM,Memphis International Airport,TN,CZM,MX,Aeropuerto Internacional de Cozumel,1392,12
2011,MEM,Memphis International Airport,TN,MBJ,JM,Sangster International Airport,3011,26
2011,MEM,Memphis International Airport,TN,YYZ,CA,Toronto Lester B. Pearson International Airport,15525,694
2011,MHT,Manchester-Boston Regional Airport,NH,YYZ,CA,Toronto Lester B. Pearson International Airport,3187,538
2011,MIA,Miami International Airport,FL,AMS,NL,Amsterdam Airport Schiphol,84619,365
2011,MIA,Miami International Airport,FL,ANU,AG,V C Bird International Airport,84690,716
2011,MIA,Miami International Airport,FL,AUA,AW,Queen Beatrix International Airport,246798,1714
2011,MIA,Miami International Airport,FL,BAQ,CO,Ernesto Cortissoz International Airport,80717,687
2011,MIA,Miami International Airport,FL,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,46814,232
2011,MIA,Miami International Airport,FL,BDA,BM,L.F. Wade International Airport,69874,716
2011,MIA,Miami International Airport,FL,BGI,BB,Grantley Adams International Airport,208221,1445
2011,MIA,Miami International Airport,FL,BLA,VE,General José Antonio Anzoategui International Airport,3369,34
2011,MIA,Miami International Airport,FL,BOG,CO,El Dorado International Airport,537060,3338
2011,MIA,Miami International Airport,FL,BSB,BR,Presidente Juscelino Kubitschek International Airport,131623,868
2011,MIA,Miami International Airport,FL,BZE,BZ,Philip S. W. Goldson International Airport,108043,1330
2011,MIA,Miami International Airport,FL,CCS,VE,Simón Bolívar International Airport,769422,5127
2011,MIA,Miami International Airport,FL,CDG,FR,Charles de Gaulle International Airport,391427,1415
2011,MIA,Miami International Airport,FL,CFG,CU,Jaime Gonzalez Airport,50519,552
2011,MIA,Miami International Airport,FL,CLO,CO,Alfonso Bonilla Aragon International Airport,154979,1351
2011,MIA,Miami International Airport,FL,CMW,CU,Ignacio Agramonte International Airport,51115,497
2011,MIA,Miami International Airport,FL,CNF,BR,Tancredo Neves International Airport,115833,672
2011,MIA,Miami International Airport,FL,CTG,CO,Rafael Nuñez International Airport,75566,715
2011,MIA,Miami International Airport,FL,CUN,MX,Aeropuerto Internacional de Cancún,525535,4135
2011,MIA,Miami International Airport,FL,CUR,CW,Hato International Airport,269188,2129
2011,MIA,Miami International Airport,FL,CYB,KY,Charles Kirkconnell International Airport,4451,56
2011,MIA,Miami International Airport,FL,DME,RU,Domodedovo International Airport,15186,72
2011,MIA,Miami International Airport,FL,DUS,DE,Düsseldorf Airport,162043,724
2011,MIA,Miami International Airport,FL,ELH,BS,North Eleuthera Airport,24226,606
