Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,PLS,TC,Providenciales International Airport,127645,1356
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,POS,TT,Piarco International Airport,138992,1143
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,PTP,GP,Pointe-à-Pitre Le Raizet International  Airport,15745,118
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,PTY,PA,Tocumen International Airport,147091,1207
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,PUJ,DO,Punta Cana International Airport,223932,1805
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,REC,BR,Recife/Guararapes - Gilberto Freyre International Airport,28823,128
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,32515,216
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SAP,HN,Ramón Villeda Morales International Airport,118976,689
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SDQ,DO,Las Américas International Airport,256404,1716
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SJO,CR,Juan Santamaría International Airport,402212,2679
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SNU,CU,Abel Santamaria Airport,50409,727
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,STI,DO,Cibao International Airport,100227,826
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,SXM,SX,Princess Juliana International Airport,9502,72
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,TCB,BS,Treasure Cay Airport,13604,604
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,UIO,EC,Mariscal Sucre International Airport,97357,727
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,VCP,BR,Viracopos International Airport,228185,992
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YHZ,CA,Halifax / Stanfield International Airport,7623,63
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YOW,CA,Ottawa Macdonald-Cartier International Airport,39180,302
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YQB,CA,Quebec Jean Lesage International Airport,42157,238
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,499575,2316
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YYC,CA,Calgary International Airport,6912,50
2018,FLL,Fort Lauderdale Hollywood International Airport,FL,YYZ,CA,Toronto Lester B. Pearson International Airport,570448,3324
2018,FTW,Fort Worth Meacham International Airport,TX,SAP,HN,Ramón Villeda Morales International Airport,1788,13
2018,FXE,Fort Lauderdale Executive Airport,FL,CCZ,BS,Chub Cay Airport,842,110
2018,FXE,Fort Lauderdale Executive Airport,FL,YYZ,CA,Toronto Lester B. Pearson International Airport,121,37
2018,GEG,Spokane International Airport,WA,YVR,CA,Vancouver International Airport,263,120
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,CTS,JP,New Chitose Airport,909,10
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,FUK,JP,Fukuoka Airport,60492,717
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,HKG,HK,Hong Kong International Airport,36634,444
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,ICN,KR,Incheon International Airport,842221,4329
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,KIX,JP,Kansai International Airport,124757,1134
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,MNL,PH,Ninoy Aquino International Airport,225341,1731
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,NGO,JP,Chubu Centrair International Airport,117906,1034
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,NRT,JP,Narita International Airport,686857,3785
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,PUS,KR,Gimhae International Airport,323732,2180
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,PVG,CN,Shanghai Pudong International Airport,3637,46
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,ROR,PW,Babelthuap Airport,50826,622
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,SDJ,JP,Sendai Airport,3668,43
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,TKK,FM,Chuuk International Airport,58688,510
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,TPE,TW,Taiwan Taoyuan International Airport,56838,644
2018,GUM,Antonio B. Won Pat International Airport,GU-U-A,YAP,FM,Yap International Airport,16553,221
2018,HNL,Daniel K Inouye International Airport,HI,AKL,NZ,Auckland International Airport,218499,1031
2018,HNL,Daniel K Inouye International Airport,HI,APW,WS,Faleolo International Airport,3754,102
2018,HNL,Daniel K Inouye International Airport,HI,BNE,AU,Brisbane International Airport,69448,322
2018,HNL,Daniel K Inouye International Airport,HI,CTS,JP,New Chitose Airport,68185,312
2018,HNL,Daniel K Inouye International Airport,HI,CXI,KI,Cassidy International Airport,3022,100
2018,HNL,Daniel K Inouye International Airport,HI,FUK,JP,Fukuoka Airport,112052,582
2018,HNL,Daniel K Inouye International Airport,HI,HND,JP,Tokyo Haneda International Airport,451007,1928
2018,HNL,Daniel K Inouye International Airport,HI,ICN,KR,Incheon International Airport,483901,2015
2018,HNL,Daniel K Inouye International Airport,HI,KIX,JP,Kansai International Airport,740874,3462
2018,HNL,Daniel K Inouye International Airport,HI,MAJ,MH,Marshall Islands International Airport,44595,414
2018,HNL,Daniel K Inouye International Airport,HI,MEL,AU,Melbourne International Airport,104980,350
2018,HNL,Daniel K Inouye International Airport,HI,MNL,PH,Ninoy Aquino International Airport,114391,488
2018,HNL,Daniel K Inouye International Airport,HI,NAN,FJ,Nadi International Airport,8122,102
2018,HNL,Daniel K Inouye International Airport,HI,NGO,JP,Chubu Centrair International Airport,253516,1328
2018,HNL,Daniel K Inouye International Airport,HI,NRT,JP,Narita International Airport,1557186,7758
2018,HNL,Daniel K Inouye International Airport,HI,PEK,CN,Beijing Capital International Airport,89423,569
2018,HNL,Daniel K Inouye International Airport,HI,PPT,PF,Faa'a International Airport,27234,130
2018,HNL,Daniel K Inouye International Airport,HI,PVG,CN,Shanghai Pudong International Airport,121126,590
2018,HNL,Daniel K Inouye International Airport,HI,SYD,AU,Sydney Kingsford Smith International Airport,466931,1948
2018,HNL,Daniel K Inouye International Airport,HI,TPE,TW,Taiwan Taoyuan International Airport,47402,358
2018,HNL,Daniel K Inouye International Airport,HI,YVR,CA,Vancouver International Airport,327454,1755
2018,HNL,Daniel K Inouye International Airport,HI,YYC,CA,Calgary International Airport,13995,57
2018,HNL,Daniel K Inouye International Airport,HI,YYZ,CA,Toronto Lester B. Pearson International Airport,10108,43
2018,HOU,William P Hobby Airport,TX,AUA,AW,Queen Beatrix International Airport,4545,36
2018,HOU,William P Hobby Airport,TX,BZE,BZ,Philip S. W. Goldson International Airport,88172,730
2018,HOU,William P Hobby Airport,TX,CUN,MX,Aeropuerto Internacional de Cancún,194381,1561
2018,HOU,William P Hobby Airport,TX,GCM,KY,Owen Roberts International Airport,2820,20
2018,HOU,William P Hobby Airport,TX,LIR,CR,Guanacaste Airport,83261,638
2018,HOU,William P Hobby Airport,TX,MBJ,JM,Sangster International Airport,76301,581
2018,HOU,William P Hobby Airport,TX,MEX,MX,Benito Juárez International Airport,282400,2894
2018,HOU,William P Hobby Airport,TX,PVR,MX,Puerto Vallarta International Airport,92895,770
2018,HOU,William P Hobby Airport,TX,SJD,MX,Aeropuerto Internacional de Los Cabos,104117,807
2018,HOU,William P Hobby Airport,TX,SJO,CR,Juan Santamaría International Airport,90399,733
2018,HPN,Westchester County Airport,NY,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,181,23
2018,HPN,Westchester County Airport,NY,YYZ,CA,Toronto Lester B. Pearson International Airport,431,45
2018,IAD,Washington Dulles International Airport,VA,ACC,GH,Kotoka International Airport,88810,422
2018,IAD,Washington Dulles International Airport,VA,ADD,ET,Addis Ababa Bole International Airport,217170,731
2018,IAD,Washington Dulles International Airport,VA,AMS,NL,Amsterdam Airport Schiphol,307546,1377
2018,IAD,Washington Dulles International Airport,VA,AUA,AW,Queen Beatrix International Airport,17259,110
2018,IAD,Washington Dulles International Airport,VA,AUH,AE,Zayed International Airport,137824,731
2018,IAD,Washington Dulles International Airport,VA,BBU,RO,Bucharest Băneasa Aurel Vlaicu International Airport,14985,257
2018,IAD,Washington Dulles International Airport,VA,BCN,ES,Josep Tarradellas Barcelona-El Prat Airport,57707,312
2018,IAD,Washington Dulles International Airport,VA,BOG,CO,El Dorado International Airport,77138,732
2018,IAD,Washington Dulles International Airport,VA,BRU,BE,Brussels Airport,248475,1144
2018,IAD,Washington Dulles International Airport,VA,CDG,FR,Charles de Gaulle International Airport,468613,1761
2018,IAD,Washington Dulles International Airport,VA,CMN,MA,Mohammed V International Airport,70017,372
2018,IAD,Washington Dulles International Airport,VA,CPH,DK,Copenhagen Kastrup Airport,128131,663
2018,IAD,Washington Dulles International Airport,VA,CUN,MX,Aeropuerto Internacional de Cancún,177107,1161
2018,IAD,Washington Dulles International Airport,VA,DEL,IN,Indira Gandhi International Airport,75391,312
2018,IAD,Washington Dulles International Airport,VA,DOH,QA,Hamad International Airport,177652,730
2018,IAD,Washington Dulles International Airport,VA,DSS,SN,Blaise Diagne International Airport,54347,307
2018,IAD,Washington Dulles International Airport,VA,DUB,IE,Dublin Airport,216096,1232
2018,IAD,Washington Dulles International Airport,VA,DXB,AE,Dubai International Airport,290408,730
2018,IAD,Washington Dulles International Airport,VA,EDI,GB,Edinburgh Airport,35944,264
2018,IAD,Washington Dulles International Airport,VA,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,82791,434
2018,IAD,Washington Dulles International Airport,VA,FRA,DE,Frankfurt Airport,622176,2496
2018,IAD,Washington Dulles International Airport,VA,GCM,KY,Owen Roberts International Airport,15051,117
2018,IAD,Washington Dulles International Airport,VA,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,122249,722
2018,IAD,Washington Dulles International Airport,VA,GUA,GT,La Aurora Airport,6019,46
2018,IAD,Washington Dulles International Airport,VA,GVA,CH,Geneva Cointrin International Airport,87739,619
2018,IAD,Washington Dulles International Airport,VA,HKG,HK,Hong Kong International Airport,27748,124
2018,IAD,Washington Dulles International Airport,VA,ICN,KR,Incheon International Airport,168620,728
2018,IAD,Washington Dulles International Airport,VA,ISL,TR,İstanbul Atatürk Airport,193428,732
2018,IAD,Washington Dulles International Airport,VA,IST,TR,İstanbul Airport,193428,732
2018,IAD,Washington Dulles International Airport,VA,JED,SA,King Abdulaziz International Airport,61155,287
2018,IAD,Washington Dulles International Airport,VA,KEF,IS,Keflavik International Airport,145920,921
2018,IAD,Washington Dulles International Airport,VA,LHR,GB,London Heathrow Airport,817700,4349
2018,IAD,Washington Dulles International Airport,VA,LIM,PE,Jorge Chávez International Airport,9590,53
2018,IAD,Washington Dulles International Airport,VA,LIS,PT,Humberto Delgado Airport (Lisbon Portela Airport),57235,399
2018,IAD,Washington Dulles International Airport,VA,MAD,ES,Adolfo Suárez Madrid–Barajas Airport,46327,305
2018,IAD,Washington Dulles International Airport,VA,MBJ,JM,Sangster International Airport,11805,75
2018,IAD,Washington Dulles International Airport,VA,MEX,MX,Benito Juárez International Airport,137261,1368
2018,IAD,Washington Dulles International Airport,VA,MUC,DE,Munich Airport,280058,1312
2018,IAD,Washington Dulles International Airport,VA,NAS,BS,Lynden Pindling International Airport,2364,37
2018,IAD,Washington Dulles International Airport,VA,NRT,JP,Narita International Airport,284904,1449
2018,IAD,Washington Dulles International Airport,VA,OTP,RO,Bucharest Henri Coandă International Airport,2054,40
2018,IAD,Washington Dulles International Airport,VA,PEK,CN,Beijing Capital International Airport,267583,1320
2018,IAD,Washington Dulles International Airport,VA,PLS,TC,Providenciales International Airport,3940,28
2018,IAD,Washington Dulles International Airport,VA,PTY,PA,Tocumen International Airport,222966,1693
2018,IAD,Washington Dulles International Airport,VA,PUJ,DO,Punta Cana International Airport,89791,573
2018,IAD,Washington Dulles International Airport,VA,RUH,SA,King Khaled International Airport,68629,374
2018,IAD,Washington Dulles International Airport,VA,SAL,SV,Monseñor Óscar Arnulfo Romero International Airport,258871,1812
2018,IAD,Washington Dulles International Airport,VA,SJD,MX,Aeropuerto Internacional de Los Cabos,2521,18
2018,IAD,Washington Dulles International Airport,VA,SJO,CR,Juan Santamaría International Airport,7910,56
2018,IAD,Washington Dulles International Airport,VA,SVO,RU,Sheremetyevo International Airport,42488,178
2018,IAD,Washington Dulles International Airport,VA,SXM,SX,Princess Juliana International Airport,1423,14
2018,IAD,Washington Dulles International Airport,VA,VIE,AT,Vienna International Airport,108093,617
2018,IAD,Washington Dulles International Airport,VA,YOW,CA,Ottawa Macdonald-Cartier International Airport,102898,1803
2018,IAD,Washington Dulles International Airport,VA,YTZ,CA,Billy Bishop Toronto City Centre Airport,111060,2162
2018,IAD,Washington Dulles International Airport,VA,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,137718,3137
2018,IAD,Washington Dulles International Airport,VA,YVR,CA,Vancouver International Airport,3279,27
2018,IAD,Washington Dulles International Airport,VA,YYZ,CA,Toronto Lester B. Pearson International Airport,261671,4920
2018,IAD,Washington Dulles International Airport,VA,ZRH,CH,Zürich Airport,125021,728
2018,IAH,George Bush Intercontinental Houston Airport,TX,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,10505,189
2018,IAH,George Bush Intercontinental Houston Airport,TX,AGU,MX,Aeropuerto Internacional Jesús Terán Peredo,56322,1445
2018,IAH,George Bush Intercontinental Houston Airport,TX,AKL,NZ,Auckland International Airport,148299,650
2018,IAH,George Bush Intercontinental Houston Airport,TX,AMS,NL,Amsterdam Airport Schiphol,331029,1436
2018,IAH,George Bush Intercontinental Houston Airport,TX,AUA,AW,Queen Beatrix International Airport,18090,128
2018,IAH,George Bush Intercontinental Houston Airport,TX,BJX,MX,Aeropuerto Internacional del Bajío,156835,2850
2018,IAH,George Bush Intercontinental Houston Airport,TX,BOG,CO,El Dorado International Airport,187221,1447
2018,IAH,George Bush Intercontinental Houston Airport,TX,BON,BQ,Flamingo International Airport,14846,104
2018,IAH,George Bush Intercontinental Houston Airport,TX,BZE,BZ,Philip S. W. Goldson International Airport,174617,1309
2018,IAH,George Bush Intercontinental Houston Airport,TX,CDG,FR,Charles de Gaulle International Airport,152405,747
2018,IAH,George Bush Intercontinental Houston Airport,TX,CUN,MX,Aeropuerto Internacional de Cancún,673307,4599
2018,IAH,George Bush Intercontinental Houston Airport,TX,CUU,MX,General Roberto Fierro Villalobos International Airport,27645,728
2018,IAH,George Bush Intercontinental Houston Airport,TX,CZM,MX,Aeropuerto Internacional de Cozumel,56418,463
2018,IAH,George Bush Intercontinental Houston Airport,TX,DOH,QA,Hamad International Airport,149333,730
2018,IAH,George Bush Intercontinental Houston Airport,TX,DXB,AE,Dubai International Airport,238987,789
2018,IAH,George Bush Intercontinental Houston Airport,TX,EZE,AR,Minister Pistarini International Airport,158092,724
2018,IAH,George Bush Intercontinental Houston Airport,TX,FRA,DE,Frankfurt Airport,446951,1530
2018,IAH,George Bush Intercontinental Houston Airport,TX,GCM,KY,Owen Roberts International Airport,62958,490
2018,IAH,George Bush Intercontinental Houston Airport,TX,GDL,MX,Guadalajara International Airport,279375,3207
2018,IAH,George Bush Intercontinental Houston Airport,TX,GIG,BR,Rio Galeão – Tom Jobim International Airport,128592,724
2018,IAH,George Bush Intercontinental Houston Airport,TX,GRU,BR,Guarulhos - Governador André Franco Montoro International Airport,133277,722
2018,IAH,George Bush Intercontinental Houston Airport,TX,GUA,GT,La Aurora Airport,261685,1978
2018,IAH,George Bush Intercontinental Houston Airport,TX,HAV,CU,José Martí International Airport,31020,384
